sheet,type,row_seq,col,ref,block_id,meta_json
명함포토카드,block,,,,B01,"{""title"": ""스탠다드명함"", ""r_title"": 1, ""row_range"": [1, 7], ""col_range"": [""A"", ""F""], ""header_rows"": [2, 3], ""data_start_row"": 4}"
명함포토카드,block,,,,B02,"{""title"": ""프리미엄명함"", ""r_title"": 8, ""row_range"": [8, 14], ""col_range"": [""A"", ""F""], ""header_rows"": [9, 10], ""data_start_row"": 11}"
명함포토카드,block,,,,B03,"{""title"": ""코팅명함"", ""r_title"": 15, ""row_range"": [15, 21], ""col_range"": [""A"", ""F""], ""header_rows"": [16, 17], ""data_start_row"": 18}"
명함포토카드,block,,,,B04,"{""title"": ""펄명함 (스타드림)"", ""r_title"": 22, ""row_range"": [22, 28], ""col_range"": [""A"", ""F""], ""header_rows"": [23, 24], ""data_start_row"": 25}"
명함포토카드,block,,,,B05,"{""title"": ""투명명함"", ""r_title"": 29, ""row_range"": [29, 35], ""col_range"": [""A"", ""F""], ""header_rows"": [30, 31], ""data_start_row"": 32}"
명함포토카드,block,,,,B06,"{""title"": ""화이트인쇄명함 (큐리어스스킨)"", ""r_title"": 36, ""row_range"": [36, 42], ""col_range"": [""A"", ""F""], ""header_rows"": [37, 38], ""data_start_row"": 39}"
명함포토카드,block,,,,B07,"{""title"": ""모양명함 (90x50)"", ""r_title"": 43, ""row_range"": [43, 49], ""col_range"": [""A"", ""F""], ""header_rows"": [44, 45], ""data_start_row"": 46}"
명함포토카드,block,,,,B08,"{""title"": ""미니모양명함 (50x50)"", ""r_title"": 50, ""row_range"": [50, 56], ""col_range"": [""A"", ""F""], ""header_rows"": [51, 52], ""data_start_row"": 53}"
명함포토카드,block,,,,B09,"{""title"": ""오리지널박명함"", ""r_title"": 57, ""row_range"": [57, 73], ""col_range"": [""A"", ""F""], ""header_rows"": [58, 59, 60], ""data_start_row"": 61}"
명함포토카드,block,,,,B10,"{""title"": ""포토카드(20장1세트)"", ""r_title"": 74, ""row_range"": [74, 81], ""col_range"": [""A"", ""C""], ""header_rows"": [75], ""data_start_row"": 76}"
명함포토카드,block,,,,B11,"{""title"": ""투명포토카드(20장1세트)"", ""r_title"": 74, ""row_range"": [74, 134], ""col_range"": [""D"", ""F""], ""header_rows"": [75], ""data_start_row"": 76}"
명함포토카드,block,,,,B12,"{""title"": ""포토카드(대랑제작)"", ""r_title"": 82, ""row_range"": [82, 134], ""col_range"": [""A"", ""F""], ""header_rows"": [83], ""data_start_row"": 84}"
명함포토카드,cell,1,A,A1,B01,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:E1""}"
명함포토카드,cell,1,B,B1,B01,"{""merged_range"": ""A1:E1""}"
명함포토카드,cell,1,C,C1,B01,"{""merged_range"": ""A1:E1""}"
명함포토카드,cell,1,D,D1,B01,"{""merged_range"": ""A1:E1""}"
명함포토카드,cell,1,E,E1,B01,"{""merged_range"": ""A1:E1""}"
명함포토카드,cell,2,B,B2,B01,"{""merged_range"": ""B2:C2""}"
명함포토카드,cell,2,C,C2,B01,"{""merged_range"": ""B2:C2""}"
명함포토카드,cell,2,D,D2,B01,"{""merged_range"": ""D2:E2""}"
명함포토카드,cell,2,E,E2,B01,"{""merged_range"": ""D2:E2""}"
명함포토카드,cell,8,A,A8,B02,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A8:E8""}"
명함포토카드,cell,8,B,B8,B02,"{""merged_range"": ""A8:E8""}"
명함포토카드,cell,8,C,C8,B02,"{""merged_range"": ""A8:E8""}"
명함포토카드,cell,8,D,D8,B02,"{""merged_range"": ""A8:E8""}"
명함포토카드,cell,8,E,E8,B02,"{""merged_range"": ""A8:E8""}"
명함포토카드,cell,9,B,B9,B02,"{""merged_range"": ""B9:C9""}"
명함포토카드,cell,9,C,C9,B02,"{""merged_range"": ""B9:C9""}"
명함포토카드,cell,9,D,D9,B02,"{""merged_range"": ""D9:E9""}"
명함포토카드,cell,9,E,E9,B02,"{""merged_range"": ""D9:E9""}"
명함포토카드,cell,15,A,A15,B03,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A15:E15""}"
명함포토카드,cell,15,B,B15,B03,"{""merged_range"": ""A15:E15""}"
명함포토카드,cell,15,C,C15,B03,"{""merged_range"": ""A15:E15""}"
명함포토카드,cell,15,D,D15,B03,"{""merged_range"": ""A15:E15""}"
명함포토카드,cell,15,E,E15,B03,"{""merged_range"": ""A15:E15""}"
명함포토카드,cell,16,B,B16,B03,"{""merged_range"": ""B16:C16""}"
명함포토카드,cell,16,C,C16,B03,"{""merged_range"": ""B16:C16""}"
명함포토카드,cell,16,D,D16,B03,"{""merged_range"": ""D16:E16""}"
명함포토카드,cell,16,E,E16,B03,"{""merged_range"": ""D16:E16""}"
명함포토카드,cell,22,A,A22,B04,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A22:E22""}"
명함포토카드,cell,22,B,B22,B04,"{""merged_range"": ""A22:E22""}"
명함포토카드,cell,22,C,C22,B04,"{""merged_range"": ""A22:E22""}"
명함포토카드,cell,22,D,D22,B04,"{""merged_range"": ""A22:E22""}"
명함포토카드,cell,22,E,E22,B04,"{""merged_range"": ""A22:E22""}"
명함포토카드,cell,23,B,B23,B04,"{""merged_range"": ""B23:C23""}"
명함포토카드,cell,23,C,C23,B04,"{""merged_range"": ""B23:C23""}"
명함포토카드,cell,23,D,D23,B04,"{""merged_range"": ""D23:E23""}"
명함포토카드,cell,23,E,E23,B04,"{""merged_range"": ""D23:E23""}"
명함포토카드,cell,29,A,A29,B05,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A29:B29""}"
