comp_price_id,comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note
1139,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000336,,,,,,2500,"투명아크릴3T 가로20mm×세로20mm 면적단가 (라이브 siz SIZ_000336 실코드, M-1정정 DIRECT매칭)"
1143,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000346,,,,,,3400,"투명아크릴3T 가로60mm×세로20mm 면적단가 (라이브 siz SIZ_000346 실코드, M-1정정 DIRECT매칭)"
1153,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000329,,,,,,2700,"투명아크릴3T 가로20mm×세로30mm 면적단가 (라이브 siz SIZ_000329 실코드, M-1정정 DIRECT매칭)"
1154,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000330,,,,,,3100,"투명아크릴3T 가로30mm×세로30mm 면적단가 (라이브 siz SIZ_000330 실코드, M-1정정 DIRECT매칭)"
1156,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000493,,,,,,3800,"투명아크릴3T 가로50mm×세로30mm 면적단가 (라이브 siz SIZ_000493 실코드, M-1정정 DIRECT매칭)"
1159,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000350,,,,,,4700,"투명아크릴3T 가로80mm×세로30mm 면적단가 (라이브 siz SIZ_000350 실코드, M-1정정 DIRECT매칭)"
1168,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000331,,,,,,3400,"투명아크릴3T 가로30mm×세로40mm 면적단가 (라이브 siz SIZ_000331 실코드, M-1정정 DIRECT매칭)"
1169,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000333,,,,,,3800,"투명아크릴3T 가로40mm×세로40mm 면적단가 (라이브 siz SIZ_000333 실코드, M-1정정 DIRECT매칭)"
1171,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000495,,,,,,4700,"투명아크릴3T 가로60mm×세로40mm 면적단가 (라이브 siz SIZ_000495 실코드, M-1정정 DIRECT매칭)"
1175,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000449,,,,,,6400,"투명아크릴3T 가로100mm×세로40mm 면적단가 (라이브 siz SIZ_000449 실코드, M-1정정 DIRECT매칭)"
1183,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000334,,,,,,4200,"투명아크릴3T 가로40mm×세로50mm 면적단가 (라이브 siz SIZ_000334 실코드, M-1정정 DIRECT매칭)"
1184,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000011,,,,,,4800,"투명아크릴3T 가로50mm×세로50mm 면적단가 (라이브 siz SIZ_000011 실코드, M-1정정 DIRECT매칭)"
1186,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000062,,,,,,5800,"투명아크릴3T 가로70mm×세로50mm 면적단가 (라이브 siz SIZ_000062 실코드, M-1정정 DIRECT매칭)"
1187,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000497,,,,,,6400,"투명아크릴3T 가로80mm×세로50mm 면적단가 (라이브 siz SIZ_000497 실코드, M-1정정 DIRECT매칭)"
1188,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000008,,,,,,6900,"투명아크릴3T 가로90mm×세로50mm 면적단가 (라이브 siz SIZ_000008 실코드, M-1정정 DIRECT매칭)"
1189,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000243,,,,,,7400,"투명아크릴3T 가로100mm×세로50mm 면적단가 (라이브 siz SIZ_000243 실코드, M-1정정 DIRECT매칭)"
1190,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000365,,,,,,8400,"투명아크릴3T 가로120mm×세로50mm 면적단가 (라이브 siz SIZ_000365 실코드, M-1정정 DIRECT매칭)"
1197,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000335,,,,,,4700,"투명아크릴3T 가로40mm×세로60mm 면적단가 (라이브 siz SIZ_000335 실코드, M-1정정 DIRECT매칭)"
1199,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000148,,,,,,5900,"투명아크릴3T 가로60mm×세로60mm 면적단가 (라이브 siz SIZ_000148 실코드, M-1정정 DIRECT매칭)"
1200,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000344,,,,,,6600,"투명아크릴3T 가로70mm×세로60mm 면적단가 (라이브 siz SIZ_000344 실코드, M-1정정 DIRECT매칭)"
1203,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000147,,,,,,8500,"투명아크릴3T 가로100mm×세로60mm 면적단가 (라이브 siz SIZ_000147 실코드, M-1정정 DIRECT매칭)"
1204,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000357,,,,,,9900,"투명아크릴3T 가로120mm×세로60mm 면적단가 (라이브 siz SIZ_000357 실코드, M-1정정 DIRECT매칭)"
1210,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000332,,,,,,4300,"투명아크릴3T 가로30mm×세로70mm 면적단가 (라이브 siz SIZ_000332 실코드, M-1정정 DIRECT매칭)"
1212,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000061,,,,,,5800,"투명아크릴3T 가로50mm×세로70mm 면적단가 (라이브 siz SIZ_000061 실코드, M-1정정 DIRECT매칭)"
1213,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000370,,,,,,6600,"투명아크릴3T 가로60mm×세로70mm 면적단가 (라이브 siz SIZ_000370 실코드, M-1정정 DIRECT매칭)"
1214,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000211,,,,,,7300,"투명아크릴3T 가로70mm×세로70mm 면적단가 (라이브 siz SIZ_000211 실코드, M-1정정 DIRECT매칭)"
1217,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000246,,,,,,9500,"투명아크릴3T 가로100mm×세로70mm 면적단가 (라이브 siz SIZ_000246 실코드, M-1정정 DIRECT매칭)"
1225,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000047,,,,,,5500,"투명아크릴3T 가로40mm×세로80mm 면적단가 (라이브 siz SIZ_000047 실코드, M-1정정 DIRECT매칭)"
1227,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000371,,,,,,7200,"투명아크릴3T 가로60mm×세로80mm 면적단가 (라이브 siz SIZ_000371 실코드, M-1정정 DIRECT매칭)"
1229,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000043,,,,,,8900,"투명아크릴3T 가로80mm×세로80mm 면적단가 (라이브 siz SIZ_000043 실코드, M-1정정 DIRECT매칭)"
1231,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000248,,,,,,10600,"투명아크릴3T 가로100mm×세로80mm 면적단가 (라이브 siz SIZ_000248 실코드, M-1정정 DIRECT매칭)"
1233,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000045,,,,,,13800,"투명아크릴3T 가로140mm×세로80mm 면적단가 (라이브 siz SIZ_000045 실코드, M-1정정 DIRECT매칭)"
1234,COMP_ACRYL_CLEAR3T,2026-06-01,SIZ_000046,,,,,,15400,"투명아크릴3T 가로160mm×세로80mm 면적단가 (라이브 siz SIZ_000046 실코드, M-1정정 DIRECT매칭)"
