mallProductNo,productName,productManagementCd,classType,saleStatusType,optionType,textOptionLabels,textOptionCount,huni_token,huni_item,huni_order,분류,조회오류
136009030,엽서캘린더,PRD_000110,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009029,레더하드커버책자,PRD_000077,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009028,하드커버책자,PRD_000072,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009025,화이트인쇄엽서,PRD_000020,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009023,투명엽서,PRD_000019,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009020,프리미엄 쿠폰/상품권,PRD_000042,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009019,스탠다드 쿠폰/상품권,PRD_000041,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009013,린넨우드봉족자,PRD_000134,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009012,레더아트액자,PRD_000132,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009010,프레임리스우드액자,PRD_000131,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009008,메쉬프린트,PRD_000128,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009007,타이벡프린트,PRD_000127,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009006,레더아트프린트,PRD_000126,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136009000,와이드벽걸이캘린더,PRD_000112,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008999,벽걸이캘린더,PRD_000111,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008997,미니탁상형캘린더,PRD_000109,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008996,탁상형캘린더,PRD_000108,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008995,레더라벨제작,PRD_000280,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008992,타이벡에코백,PRD_000276,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008987,레더토트백,PRD_000263,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008986,레더원형필통,PRD_000260,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008985,레더볼륨필통,PRD_000259,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008984,레더삼각필통,PRD_000258,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008982,레더슬림필통,PRD_000257,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008981,레더플랫필통,PRD_000256,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008978,레더슬림미니파우치,PRD_000252,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008977,레더플랫미니파우치,PRD_000251,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008975,메쉬슬림파우치,PRD_000249,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008970,레더삼각클러치,PRD_000237,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008967,레더스트링파우치,PRD_000234,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008966,레더볼륨파우치,PRD_000233,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008964,레더슬림파우치,PRD_000231,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008963,아크릴카라비너,PRD_000166,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008961,아크릴미니파츠,PRD_000163,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008959,아크릴포카스탠드,PRD_000162,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008958,판아크릴,PRD_000161,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008957,아크릴자유형스탠드,PRD_000160,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008956,아크릴 포카키링,PRD_000158,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008954,아크릴네임택,PRD_000157,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008953,아크릴지비츠,PRD_000156,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008951,아크릴볼펜,PRD_000155,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008950,아크릴 머리끈,PRD_000154,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008948,아크릴명찰(골드실버),PRD_000153,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008947,아크릴명찰,PRD_000152,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008946,아크릴스마트톡,PRD_000150,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008944,아크릴집게,PRD_000149,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008942,아크릴뱃지,PRD_000148,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008941,아크릴마그넷,PRD_000147,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008940,아크릴키링,PRD_000146,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008932,말랑포카홀더,PRD_000223,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008923,아크릴코스터,PRD_000159,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008920,트레싱지봉투,PRD_000283,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008919,라벨/택,PRD_000046,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008918,인쇄헤더택,PRD_000045,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008917,인쇄배경지(커팅형),PRD_000044,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008915,인쇄배경지(일반형),PRD_000043,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008913,만년스탬프 리필잉크,PRD_000015,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008912,우드행거,PRD_000014,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008911,우드봉,PRD_000013,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008909,우드거치대,PRD_000012,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008908,자석고정용고무판,PRD_000011,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008906,행택끈,PRD_000010,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008905,투명케이스,PRD_000009,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008904,와이어링,PRD_000007,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008902,볼체인,PRD_000006,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008901,캘린더봉투,PRD_000005,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008899,카드봉투,PRD_000004,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008897,OPP비접착봉투,PRD_000002,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008896,OPP접착봉투,PRD_000001,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008895,포토북 [디자인명],PRD_000100,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008893,트윈링책자,PRD_000071,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008891,PUR책자,PRD_000070,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008889,미니배너,PRD_000145,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008886,홀로그램 시트커팅,PRD_000141,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008885,무광시트커팅,PRD_000140,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008884,메쉬현수막,PRD_000139,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008883,일반현수막,PRD_000138,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008880,메쉬배너,PRD_000137,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008879,PET배너,PRD_000136,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008878,타이벡북커버,PRD_000218,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008872,먼슬리플래너,PRD_000176,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008871,만년다이어리(레더소프트커버),PRD_000175,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008870,만년다이어리(레더하드커버),PRD_000174,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008868,만년다이어리(하드커버),PRD_000173,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
136008703,만년다이어리(소프트커버),PRD_000172,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
132773416,3단접지카드,PRD_000029,DEFAULT,ONSALE,DEFAULT,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
132773415,2단접지카드,PRD_000027,DEFAULT,ONSALE,DEFAULT,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
132773414,스탠다드엽서,PRD_000018,DEFAULT,ONSALE,DEFAULT,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
132773413,코팅엽서,PRD_000017,DEFAULT,ONSALE,DEFAULT,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
132773412,프리미엄엽서,PRD_000016,DEFAULT,ONSALE,COMBINATION,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
132481433,투명포토카드,PRD_000025,DEFAULT,ONSALE,DEFAULT,huni_order|huni_item,2,N,Y,Y,huni_item 있음,
