verdict,deunggeup,clr,plt_grade,side,min_qty,auth_value,live_value,comp_cd,src_ref,comp_price_id
match,별색,별색-금색,국4절,양면,4,4600,4600,COMP_PRINT_SPOT_WHITE_S1,M7,7793
match,별색,별색-금색,국4절,양면,5,4200,4200,COMP_PRINT_SPOT_WHITE_S1,M8,7794
match,별색,별색-금색,국4절,양면,6,4000,4000,COMP_PRINT_SPOT_WHITE_S1,M9,7795
match,별색,별색-금색,국4절,양면,7,3800,3800,COMP_PRINT_SPOT_WHITE_S1,M10,7796
match,별색,별색-금색,국4절,양면,8,3600,3600,COMP_PRINT_SPOT_WHITE_S1,M11,7797
match,별색,별색-금색,국4절,양면,9,3400,3400,COMP_PRINT_SPOT_WHITE_S1,M12,7798
match,별색,별색-금색,국4절,양면,10,3200,3200,COMP_PRINT_SPOT_WHITE_S1,M13,7799
match,별색,별색-금색,국4절,양면,15,3000,3000,COMP_PRINT_SPOT_WHITE_S1,M14,7800
match,별색,별색-금색,국4절,양면,20,2900,2900,COMP_PRINT_SPOT_WHITE_S1,M15,7801
match,별색,별색-금색,국4절,양면,25,2800,2800,COMP_PRINT_SPOT_WHITE_S1,M16,7802
match,별색,별색-금색,국4절,양면,30,2700,2700,COMP_PRINT_SPOT_WHITE_S1,M17,7803
match,별색,별색-금색,국4절,양면,35,2600,2600,COMP_PRINT_SPOT_WHITE_S1,M18,7804
match,별색,별색-금색,국4절,양면,40,2500,2500,COMP_PRINT_SPOT_WHITE_S1,M19,7805
match,별색,별색-금색,국4절,양면,45,2400,2400,COMP_PRINT_SPOT_WHITE_S1,M20,7806
match,별색,별색-금색,국4절,양면,50,2300,2300,COMP_PRINT_SPOT_WHITE_S1,M21,7807
match,별색,별색-금색,국4절,양면,60,2300,2300,COMP_PRINT_SPOT_WHITE_S1,M22,7808
match,별색,별색-금색,국4절,양면,70,2200,2200,COMP_PRINT_SPOT_WHITE_S1,M23,7809
match,별색,별색-금색,국4절,양면,80,2100,2100,COMP_PRINT_SPOT_WHITE_S1,M24,7810
match,별색,별색-금색,국4절,양면,90,2000,2000,COMP_PRINT_SPOT_WHITE_S1,M25,7811
match,별색,별색-금색,국4절,양면,100,1900,1900,COMP_PRINT_SPOT_WHITE_S1,M26,7812
match,별색,별색-금색,국4절,양면,150,1800,1800,COMP_PRINT_SPOT_WHITE_S1,M27,7813
match,별색,별색-금색,국4절,양면,200,1700,1700,COMP_PRINT_SPOT_WHITE_S1,M28,7814
match,별색,별색-금색,국4절,양면,250,1620,1620,COMP_PRINT_SPOT_WHITE_S1,M29,7815
match,별색,별색-금색,국4절,양면,300,1540,1540,COMP_PRINT_SPOT_WHITE_S1,M30,7816
match,별색,별색-금색,국4절,양면,350,1460,1460,COMP_PRINT_SPOT_WHITE_S1,M31,7817
match,별색,별색-금색,국4절,양면,400,1380,1380,COMP_PRINT_SPOT_WHITE_S1,M32,7818
match,별색,별색-금색,국4절,양면,450,1300,1300,COMP_PRINT_SPOT_WHITE_S1,M33,7819
match,별색,별색-금색,국4절,양면,500,1220,1220,COMP_PRINT_SPOT_WHITE_S1,M34,7820
match,별색,별색-금색,국4절,양면,600,1180,1180,COMP_PRINT_SPOT_WHITE_S1,M35,7821
match,별색,별색-금색,국4절,양면,700,1140,1140,COMP_PRINT_SPOT_WHITE_S1,M36,7822
match,별색,별색-금색,국4절,양면,800,1100,1100,COMP_PRINT_SPOT_WHITE_S1,M37,7823
match,별색,별색-금색,국4절,양면,900,1060,1060,COMP_PRINT_SPOT_WHITE_S1,M38,7824
match,별색,별색-금색,국4절,양면,1000,1020,1020,COMP_PRINT_SPOT_WHITE_S1,M39,7825
match,별색,별색-금색,국4절,양면,1200,1000,1000,COMP_PRINT_SPOT_WHITE_S1,M40,7826
match,별색,별색-금색,국4절,양면,1400,1000,1000,COMP_PRINT_SPOT_WHITE_S1,M41,7827
match,별색,별색-금색,국4절,양면,1600,980,980,COMP_PRINT_SPOT_WHITE_S1,M42,7828
match,별색,별색-금색,국4절,양면,1800,980,980,COMP_PRINT_SPOT_WHITE_S1,M43,7829
match,별색,별색-금색,국4절,양면,2000,960,960,COMP_PRINT_SPOT_WHITE_S1,M44,7830
match,별색,별색-금색,국4절,양면,2500,960,960,COMP_PRINT_SPOT_WHITE_S1,M45,7831
match,별색,별색-금색,국4절,양면,3000,940,940,COMP_PRINT_SPOT_WHITE_S1,M46,7832
match,별색,별색-금색,국4절,양면,3500,940,940,COMP_PRINT_SPOT_WHITE_S1,M47,7833
match,별색,별색-금색,국4절,양면,4000,920,920,COMP_PRINT_SPOT_WHITE_S1,M48,7834
match,별색,별색-금색,국4절,양면,4500,920,920,COMP_PRINT_SPOT_WHITE_S1,M49,7835
match,별색,별색-금색,국4절,양면,5000,900,900,COMP_PRINT_SPOT_WHITE_S1,M50,7836
match,별색,별색-금색,국4절,양면,6000,900,900,COMP_PRINT_SPOT_WHITE_S1,M51,7837
match,별색,별색-금색,국4절,양면,7000,900,900,COMP_PRINT_SPOT_WHITE_S1,M52,7838
match,별색,별색-금색,국4절,양면,8000,900,900,COMP_PRINT_SPOT_WHITE_S1,M53,7839
match,별색,별색-금색,국4절,양면,9000,900,900,COMP_PRINT_SPOT_WHITE_S1,M54,7840
match,별색,별색-금색,국4절,양면,10000,900,900,COMP_PRINT_SPOT_WHITE_S1,M55,7841
match,별색,별색-금색,국4절,양면,1000000,900,900,COMP_PRINT_SPOT_WHITE_S1,M56,7842
match,별색,별색-은색,국4절,단면,1,3000,3000,COMP_PRINT_SPOT_WHITE_S1,N4,7154
match,별색,별색-은색,국4절,단면,2,2500,2500,COMP_PRINT_SPOT_WHITE_S1,N5,7155
match,별색,별색-은색,국4절,단면,3,2300,2300,COMP_PRINT_SPOT_WHITE_S1,N6,7156
match,별색,별색-은색,국4절,단면,4,2300,2300,COMP_PRINT_SPOT_WHITE_S1,N7,7157
match,별색,별색-은색,국4절,단면,5,2100,2100,COMP_PRINT_SPOT_WHITE_S1,N8,7158
match,별색,별색-은색,국4절,단면,6,2000,2000,COMP_PRINT_SPOT_WHITE_S1,N9,7159
match,별색,별색-은색,국4절,단면,7,1900,1900,COMP_PRINT_SPOT_WHITE_S1,N10,7160
match,별색,별색-은색,국4절,단면,8,1800,1800,COMP_PRINT_SPOT_WHITE_S1,N11,7161
match,별색,별색-은색,국4절,단면,9,1700,1700,COMP_PRINT_SPOT_WHITE_S1,N12,7162
match,별색,별색-은색,국4절,단면,10,1600,1600,COMP_PRINT_SPOT_WHITE_S1,N13,7163
match,별색,별색-은색,국4절,단면,15,1500,1500,COMP_PRINT_SPOT_WHITE_S1,N14,7164
match,별색,별색-은색,국4절,단면,20,1450,1450,COMP_PRINT_SPOT_WHITE_S1,N15,7165
match,별색,별색-은색,국4절,단면,25,1400,1400,COMP_PRINT_SPOT_WHITE_S1,N16,7166
match,별색,별색-은색,국4절,단면,30,1350,1350,COMP_PRINT_SPOT_WHITE_S1,N17,7167
match,별색,별색-은색,국4절,단면,35,1300,1300,COMP_PRINT_SPOT_WHITE_S1,N18,7168
match,별색,별색-은색,국4절,단면,40,1250,1250,COMP_PRINT_SPOT_WHITE_S1,N19,7169
match,별색,별색-은색,국4절,단면,45,1200,1200,COMP_PRINT_SPOT_WHITE_S1,N20,7170
match,별색,별색-은색,국4절,단면,50,1150,1150,COMP_PRINT_SPOT_WHITE_S1,N21,7171
match,별색,별색-은색,국4절,단면,60,1150,1150,COMP_PRINT_SPOT_WHITE_S1,N22,7172
match,별색,별색-은색,국4절,단면,70,1100,1100,COMP_PRINT_SPOT_WHITE_S1,N23,7173
match,별색,별색-은색,국4절,단면,80,1050,1050,COMP_PRINT_SPOT_WHITE_S1,N24,7174
match,별색,별색-은색,국4절,단면,90,1000,1000,COMP_PRINT_SPOT_WHITE_S1,N25,7175
match,별색,별색-은색,국4절,단면,100,950,950,COMP_PRINT_SPOT_WHITE_S1,N26,7176
match,별색,별색-은색,국4절,단면,150,900,900,COMP_PRINT_SPOT_WHITE_S1,N27,7177
match,별색,별색-은색,국4절,단면,200,850,850,COMP_PRINT_SPOT_WHITE_S1,N28,7178
match,별색,별색-은색,국4절,단면,250,810,810,COMP_PRINT_SPOT_WHITE_S1,N29,7179
match,별색,별색-은색,국4절,단면,300,770,770,COMP_PRINT_SPOT_WHITE_S1,N30,7180
match,별색,별색-은색,국4절,단면,350,730,730,COMP_PRINT_SPOT_WHITE_S1,N31,7181
match,별색,별색-은색,국4절,단면,400,690,690,COMP_PRINT_SPOT_WHITE_S1,N32,7182
match,별색,별색-은색,국4절,단면,450,650,650,COMP_PRINT_SPOT_WHITE_S1,N33,7183
match,별색,별색-은색,국4절,단면,500,610,610,COMP_PRINT_SPOT_WHITE_S1,N34,7184
match,별색,별색-은색,국4절,단면,600,590,590,COMP_PRINT_SPOT_WHITE_S1,N35,7185
match,별색,별색-은색,국4절,단면,700,570,570,COMP_PRINT_SPOT_WHITE_S1,N36,7186
match,별색,별색-은색,국4절,단면,800,550,550,COMP_PRINT_SPOT_WHITE_S1,N37,7187
match,별색,별색-은색,국4절,단면,900,530,530,COMP_PRINT_SPOT_WHITE_S1,N38,7188
match,별색,별색-은색,국4절,단면,1000,510,510,COMP_PRINT_SPOT_WHITE_S1,N39,7189
match,별색,별색-은색,국4절,단면,1200,500,500,COMP_PRINT_SPOT_WHITE_S1,N40,7190
match,별색,별색-은색,국4절,단면,1400,500,500,COMP_PRINT_SPOT_WHITE_S1,N41,7191
match,별색,별색-은색,국4절,단면,1600,490,490,COMP_PRINT_SPOT_WHITE_S1,N42,7192
match,별색,별색-은색,국4절,단면,1800,490,490,COMP_PRINT_SPOT_WHITE_S1,N43,7193
match,별색,별색-은색,국4절,단면,2000,480,480,COMP_PRINT_SPOT_WHITE_S1,N44,7194
match,별색,별색-은색,국4절,단면,2500,480,480,COMP_PRINT_SPOT_WHITE_S1,N45,7195
match,별색,별색-은색,국4절,단면,3000,470,470,COMP_PRINT_SPOT_WHITE_S1,N46,7196
match,별색,별색-은색,국4절,단면,3500,470,470,COMP_PRINT_SPOT_WHITE_S1,N47,7197
match,별색,별색-은색,국4절,단면,4000,460,460,COMP_PRINT_SPOT_WHITE_S1,N48,7198
match,별색,별색-은색,국4절,단면,4500,460,460,COMP_PRINT_SPOT_WHITE_S1,N49,7199
match,별색,별색-은색,국4절,단면,5000,450,450,COMP_PRINT_SPOT_WHITE_S1,N50,7200
match,별색,별색-은색,국4절,단면,6000,450,450,COMP_PRINT_SPOT_WHITE_S1,N51,7201
match,별색,별색-은색,국4절,단면,7000,450,450,COMP_PRINT_SPOT_WHITE_S1,N52,7202
match,별색,별색-은색,국4절,단면,8000,450,450,COMP_PRINT_SPOT_WHITE_S1,N53,7203
match,별색,별색-은색,국4절,단면,9000,450,450,COMP_PRINT_SPOT_WHITE_S1,N54,7204
match,별색,별색-은색,국4절,단면,10000,450,450,COMP_PRINT_SPOT_WHITE_S1,N55,7205
match,별색,별색-은색,국4절,단면,1000000,450,450,COMP_PRINT_SPOT_WHITE_S1,N56,7206
match,별색,별색-은색,국4절,양면,1,6000,6000,COMP_PRINT_SPOT_WHITE_S1,O4,7578
match,별색,별색-은색,국4절,양면,2,5000,5000,COMP_PRINT_SPOT_WHITE_S1,O5,7579
match,별색,별색-은색,국4절,양면,3,4600,4600,COMP_PRINT_SPOT_WHITE_S1,O6,7580
match,별색,별색-은색,국4절,양면,4,4600,4600,COMP_PRINT_SPOT_WHITE_S1,O7,7581
match,별색,별색-은색,국4절,양면,5,4200,4200,COMP_PRINT_SPOT_WHITE_S1,O8,7582
match,별색,별색-은색,국4절,양면,6,4000,4000,COMP_PRINT_SPOT_WHITE_S1,O9,7583
match,별색,별색-은색,국4절,양면,7,3800,3800,COMP_PRINT_SPOT_WHITE_S1,O10,7584
match,별색,별색-은색,국4절,양면,8,3600,3600,COMP_PRINT_SPOT_WHITE_S1,O11,7585
match,별색,별색-은색,국4절,양면,9,3400,3400,COMP_PRINT_SPOT_WHITE_S1,O12,7586
match,별색,별색-은색,국4절,양면,10,3200,3200,COMP_PRINT_SPOT_WHITE_S1,O13,7587
match,별색,별색-은색,국4절,양면,15,3000,3000,COMP_PRINT_SPOT_WHITE_S1,O14,7588
match,별색,별색-은색,국4절,양면,20,2900,2900,COMP_PRINT_SPOT_WHITE_S1,O15,7589
match,별색,별색-은색,국4절,양면,25,2800,2800,COMP_PRINT_SPOT_WHITE_S1,O16,7590
match,별색,별색-은색,국4절,양면,30,2700,2700,COMP_PRINT_SPOT_WHITE_S1,O17,7591
match,별색,별색-은색,국4절,양면,35,2600,2600,COMP_PRINT_SPOT_WHITE_S1,O18,7592
match,별색,별색-은색,국4절,양면,40,2500,2500,COMP_PRINT_SPOT_WHITE_S1,O19,7593
match,별색,별색-은색,국4절,양면,45,2400,2400,COMP_PRINT_SPOT_WHITE_S1,O20,7594
match,별색,별색-은색,국4절,양면,50,2300,2300,COMP_PRINT_SPOT_WHITE_S1,O21,7595
match,별색,별색-은색,국4절,양면,60,2300,2300,COMP_PRINT_SPOT_WHITE_S1,O22,7596
match,별색,별색-은색,국4절,양면,70,2200,2200,COMP_PRINT_SPOT_WHITE_S1,O23,7597
match,별색,별색-은색,국4절,양면,80,2100,2100,COMP_PRINT_SPOT_WHITE_S1,O24,7598
match,별색,별색-은색,국4절,양면,90,2000,2000,COMP_PRINT_SPOT_WHITE_S1,O25,7599
match,별색,별색-은색,국4절,양면,100,1900,1900,COMP_PRINT_SPOT_WHITE_S1,O26,7600
match,별색,별색-은색,국4절,양면,150,1800,1800,COMP_PRINT_SPOT_WHITE_S1,O27,7601
match,별색,별색-은색,국4절,양면,200,1700,1700,COMP_PRINT_SPOT_WHITE_S1,O28,7602
match,별색,별색-은색,국4절,양면,250,1620,1620,COMP_PRINT_SPOT_WHITE_S1,O29,7603
match,별색,별색-은색,국4절,양면,300,1540,1540,COMP_PRINT_SPOT_WHITE_S1,O30,7604
match,별색,별색-은색,국4절,양면,350,1460,1460,COMP_PRINT_SPOT_WHITE_S1,O31,7605
match,별색,별색-은색,국4절,양면,400,1380,1380,COMP_PRINT_SPOT_WHITE_S1,O32,7606
match,별색,별색-은색,국4절,양면,450,1300,1300,COMP_PRINT_SPOT_WHITE_S1,O33,7607
match,별색,별색-은색,국4절,양면,500,1220,1220,COMP_PRINT_SPOT_WHITE_S1,O34,7608
match,별색,별색-은색,국4절,양면,600,1180,1180,COMP_PRINT_SPOT_WHITE_S1,O35,7609
match,별색,별색-은색,국4절,양면,700,1140,1140,COMP_PRINT_SPOT_WHITE_S1,O36,7610
match,별색,별색-은색,국4절,양면,800,1100,1100,COMP_PRINT_SPOT_WHITE_S1,O37,7611
match,별색,별색-은색,국4절,양면,900,1060,1060,COMP_PRINT_SPOT_WHITE_S1,O38,7612
match,별색,별색-은색,국4절,양면,1000,1020,1020,COMP_PRINT_SPOT_WHITE_S1,O39,7613
match,별색,별색-은색,국4절,양면,1200,1000,1000,COMP_PRINT_SPOT_WHITE_S1,O40,7614
match,별색,별색-은색,국4절,양면,1400,1000,1000,COMP_PRINT_SPOT_WHITE_S1,O41,7615
match,별색,별색-은색,국4절,양면,1600,980,980,COMP_PRINT_SPOT_WHITE_S1,O42,7616
match,별색,별색-은색,국4절,양면,1800,980,980,COMP_PRINT_SPOT_WHITE_S1,O43,7617
match,별색,별색-은색,국4절,양면,2000,960,960,COMP_PRINT_SPOT_WHITE_S1,O44,7618
match,별색,별색-은색,국4절,양면,2500,960,960,COMP_PRINT_SPOT_WHITE_S1,O45,7619
match,별색,별색-은색,국4절,양면,3000,940,940,COMP_PRINT_SPOT_WHITE_S1,O46,7620
match,별색,별색-은색,국4절,양면,3500,940,940,COMP_PRINT_SPOT_WHITE_S1,O47,7621
match,별색,별색-은색,국4절,양면,4000,920,920,COMP_PRINT_SPOT_WHITE_S1,O48,7622
match,별색,별색-은색,국4절,양면,4500,920,920,COMP_PRINT_SPOT_WHITE_S1,O49,7623
match,별색,별색-은색,국4절,양면,5000,900,900,COMP_PRINT_SPOT_WHITE_S1,O50,7624
match,별색,별색-은색,국4절,양면,6000,900,900,COMP_PRINT_SPOT_WHITE_S1,O51,7625
match,별색,별색-은색,국4절,양면,7000,900,900,COMP_PRINT_SPOT_WHITE_S1,O52,7626
match,별색,별색-은색,국4절,양면,8000,900,900,COMP_PRINT_SPOT_WHITE_S1,O53,7627
match,별색,별색-은색,국4절,양면,9000,900,900,COMP_PRINT_SPOT_WHITE_S1,O54,7628
match,별색,별색-은색,국4절,양면,10000,900,900,COMP_PRINT_SPOT_WHITE_S1,O55,7629
match,별색,별색-은색,국4절,양면,1000000,900,900,COMP_PRINT_SPOT_WHITE_S1,O56,7630
match,별색,별색-클리어,국4절,단면,1,3000,3000,COMP_PRINT_SPOT_WHITE_S1,H4,7843
match,별색,별색-클리어,국4절,단면,2,2500,2500,COMP_PRINT_SPOT_WHITE_S1,H5,7844
match,별색,별색-클리어,국4절,단면,3,2300,2300,COMP_PRINT_SPOT_WHITE_S1,H6,7845
match,별색,별색-클리어,국4절,단면,4,2100,2100,COMP_PRINT_SPOT_WHITE_S1,H7,7846
match,별색,별색-클리어,국4절,단면,5,1900,1900,COMP_PRINT_SPOT_WHITE_S1,H8,7847
match,별색,별색-클리어,국4절,단면,6,1800,1800,COMP_PRINT_SPOT_WHITE_S1,H9,7848
match,별색,별색-클리어,국4절,단면,7,1700,1700,COMP_PRINT_SPOT_WHITE_S1,H10,7849
match,별색,별색-클리어,국4절,단면,8,1600,1600,COMP_PRINT_SPOT_WHITE_S1,H11,7850
match,별색,별색-클리어,국4절,단면,9,1500,1500,COMP_PRINT_SPOT_WHITE_S1,H12,7851
match,별색,별색-클리어,국4절,단면,10,1400,1400,COMP_PRINT_SPOT_WHITE_S1,H13,7852
match,별색,별색-클리어,국4절,단면,15,1350,1350,COMP_PRINT_SPOT_WHITE_S1,H14,7853
match,별색,별색-클리어,국4절,단면,20,1300,1300,COMP_PRINT_SPOT_WHITE_S1,H15,7854
match,별색,별색-클리어,국4절,단면,25,1250,1250,COMP_PRINT_SPOT_WHITE_S1,H16,7855
match,별색,별색-클리어,국4절,단면,30,1200,1200,COMP_PRINT_SPOT_WHITE_S1,H17,7856
match,별색,별색-클리어,국4절,단면,35,1150,1150,COMP_PRINT_SPOT_WHITE_S1,H18,7857
match,별색,별색-클리어,국4절,단면,40,1100,1100,COMP_PRINT_SPOT_WHITE_S1,H19,7858
match,별색,별색-클리어,국4절,단면,45,1050,1050,COMP_PRINT_SPOT_WHITE_S1,H20,7859
match,별색,별색-클리어,국4절,단면,50,1000,1000,COMP_PRINT_SPOT_WHITE_S1,H21,7860
match,별색,별색-클리어,국4절,단면,60,1000,1000,COMP_PRINT_SPOT_WHITE_S1,H22,7861
match,별색,별색-클리어,국4절,단면,70,950,950,COMP_PRINT_SPOT_WHITE_S1,H23,7862
match,별색,별색-클리어,국4절,단면,80,900,900,COMP_PRINT_SPOT_WHITE_S1,H24,7863
match,별색,별색-클리어,국4절,단면,90,850,850,COMP_PRINT_SPOT_WHITE_S1,H25,7864
match,별색,별색-클리어,국4절,단면,100,800,800,COMP_PRINT_SPOT_WHITE_S1,H26,7865
match,별색,별색-클리어,국4절,단면,150,750,750,COMP_PRINT_SPOT_WHITE_S1,H27,7866
match,별색,별색-클리어,국4절,단면,200,700,700,COMP_PRINT_SPOT_WHITE_S1,H28,7867
match,별색,별색-클리어,국4절,단면,250,660,660,COMP_PRINT_SPOT_WHITE_S1,H29,7868
match,별색,별색-클리어,국4절,단면,300,620,620,COMP_PRINT_SPOT_WHITE_S1,H30,7869
match,별색,별색-클리어,국4절,단면,350,580,580,COMP_PRINT_SPOT_WHITE_S1,H31,7870
match,별색,별색-클리어,국4절,단면,400,540,540,COMP_PRINT_SPOT_WHITE_S1,H32,7871
match,별색,별색-클리어,국4절,단면,450,500,500,COMP_PRINT_SPOT_WHITE_S1,H33,7872
match,별색,별색-클리어,국4절,단면,500,460,460,COMP_PRINT_SPOT_WHITE_S1,H34,7873
match,별색,별색-클리어,국4절,단면,600,440,440,COMP_PRINT_SPOT_WHITE_S1,H35,7874
match,별색,별색-클리어,국4절,단면,700,420,420,COMP_PRINT_SPOT_WHITE_S1,H36,7875
match,별색,별색-클리어,국4절,단면,800,400,400,COMP_PRINT_SPOT_WHITE_S1,H37,7876
match,별색,별색-클리어,국4절,단면,900,380,380,COMP_PRINT_SPOT_WHITE_S1,H38,7877
match,별색,별색-클리어,국4절,단면,1000,360,360,COMP_PRINT_SPOT_WHITE_S1,H39,7878
match,별색,별색-클리어,국4절,단면,1200,350,350,COMP_PRINT_SPOT_WHITE_S1,H40,7879
match,별색,별색-클리어,국4절,단면,1400,350,350,COMP_PRINT_SPOT_WHITE_S1,H41,7880
match,별색,별색-클리어,국4절,단면,1600,340,340,COMP_PRINT_SPOT_WHITE_S1,H42,7881
match,별색,별색-클리어,국4절,단면,1800,340,340,COMP_PRINT_SPOT_WHITE_S1,H43,7882
match,별색,별색-클리어,국4절,단면,2000,330,330,COMP_PRINT_SPOT_WHITE_S1,H44,7883
match,별색,별색-클리어,국4절,단면,2500,330,330,COMP_PRINT_SPOT_WHITE_S1,H45,7884
match,별색,별색-클리어,국4절,단면,3000,320,320,COMP_PRINT_SPOT_WHITE_S1,H46,7885
match,별색,별색-클리어,국4절,단면,3500,320,320,COMP_PRINT_SPOT_WHITE_S1,H47,7886
match,별색,별색-클리어,국4절,단면,4000,310,310,COMP_PRINT_SPOT_WHITE_S1,H48,7887
match,별색,별색-클리어,국4절,단면,4500,310,310,COMP_PRINT_SPOT_WHITE_S1,H49,7888
match,별색,별색-클리어,국4절,단면,5000,300,300,COMP_PRINT_SPOT_WHITE_S1,H50,7889
match,별색,별색-클리어,국4절,단면,6000,300,300,COMP_PRINT_SPOT_WHITE_S1,H51,7890
match,별색,별색-클리어,국4절,단면,7000,300,300,COMP_PRINT_SPOT_WHITE_S1,H52,7891
match,별색,별색-클리어,국4절,단면,8000,300,300,COMP_PRINT_SPOT_WHITE_S1,H53,7892
match,별색,별색-클리어,국4절,단면,9000,300,300,COMP_PRINT_SPOT_WHITE_S1,H54,7893
match,별색,별색-클리어,국4절,단면,10000,300,300,COMP_PRINT_SPOT_WHITE_S1,H55,7894
match,별색,별색-클리어,국4절,단면,1000000,300,300,COMP_PRINT_SPOT_WHITE_S1,H56,7895
match,별색,별색-클리어,국4절,양면,1,6000,6000,COMP_PRINT_SPOT_WHITE_S1,I4,7896
match,별색,별색-클리어,국4절,양면,2,5000,5000,COMP_PRINT_SPOT_WHITE_S1,I5,7897
match,별색,별색-클리어,국4절,양면,3,4600,4600,COMP_PRINT_SPOT_WHITE_S1,I6,7898
match,별색,별색-클리어,국4절,양면,4,4200,4200,COMP_PRINT_SPOT_WHITE_S1,I7,7899
match,별색,별색-클리어,국4절,양면,5,3800,3800,COMP_PRINT_SPOT_WHITE_S1,I8,7900
match,별색,별색-클리어,국4절,양면,6,3600,3600,COMP_PRINT_SPOT_WHITE_S1,I9,7901
match,별색,별색-클리어,국4절,양면,7,3400,3400,COMP_PRINT_SPOT_WHITE_S1,I10,7902
match,별색,별색-클리어,국4절,양면,8,3200,3200,COMP_PRINT_SPOT_WHITE_S1,I11,7903
match,별색,별색-클리어,국4절,양면,9,3000,3000,COMP_PRINT_SPOT_WHITE_S1,I12,7904
match,별색,별색-클리어,국4절,양면,10,2800,2800,COMP_PRINT_SPOT_WHITE_S1,I13,7905
match,별색,별색-클리어,국4절,양면,15,2700,2700,COMP_PRINT_SPOT_WHITE_S1,I14,7906
match,별색,별색-클리어,국4절,양면,20,2600,2600,COMP_PRINT_SPOT_WHITE_S1,I15,7907
match,별색,별색-클리어,국4절,양면,25,2500,2500,COMP_PRINT_SPOT_WHITE_S1,I16,7908
match,별색,별색-클리어,국4절,양면,30,2400,2400,COMP_PRINT_SPOT_WHITE_S1,I17,7909
match,별색,별색-클리어,국4절,양면,35,2300,2300,COMP_PRINT_SPOT_WHITE_S1,I18,7910
match,별색,별색-클리어,국4절,양면,40,2200,2200,COMP_PRINT_SPOT_WHITE_S1,I19,7911
match,별색,별색-클리어,국4절,양면,45,2100,2100,COMP_PRINT_SPOT_WHITE_S1,I20,7912
match,별색,별색-클리어,국4절,양면,50,2000,2000,COMP_PRINT_SPOT_WHITE_S1,I21,7913
match,별색,별색-클리어,국4절,양면,60,2000,2000,COMP_PRINT_SPOT_WHITE_S1,I22,7914
match,별색,별색-클리어,국4절,양면,70,1900,1900,COMP_PRINT_SPOT_WHITE_S1,I23,7915
match,별색,별색-클리어,국4절,양면,80,1800,1800,COMP_PRINT_SPOT_WHITE_S1,I24,7916
match,별색,별색-클리어,국4절,양면,90,1700,1700,COMP_PRINT_SPOT_WHITE_S1,I25,7917
match,별색,별색-클리어,국4절,양면,100,1600,1600,COMP_PRINT_SPOT_WHITE_S1,I26,7918
match,별색,별색-클리어,국4절,양면,150,1500,1500,COMP_PRINT_SPOT_WHITE_S1,I27,7919
match,별색,별색-클리어,국4절,양면,200,1400,1400,COMP_PRINT_SPOT_WHITE_S1,I28,7920
match,별색,별색-클리어,국4절,양면,250,1320,1320,COMP_PRINT_SPOT_WHITE_S1,I29,7921
match,별색,별색-클리어,국4절,양면,300,1240,1240,COMP_PRINT_SPOT_WHITE_S1,I30,7922
match,별색,별색-클리어,국4절,양면,350,1160,1160,COMP_PRINT_SPOT_WHITE_S1,I31,7923
match,별색,별색-클리어,국4절,양면,400,1080,1080,COMP_PRINT_SPOT_WHITE_S1,I32,7924
match,별색,별색-클리어,국4절,양면,450,1000,1000,COMP_PRINT_SPOT_WHITE_S1,I33,7925
match,별색,별색-클리어,국4절,양면,500,920,920,COMP_PRINT_SPOT_WHITE_S1,I34,7926
match,별색,별색-클리어,국4절,양면,600,880,880,COMP_PRINT_SPOT_WHITE_S1,I35,7927
match,별색,별색-클리어,국4절,양면,700,840,840,COMP_PRINT_SPOT_WHITE_S1,I36,7928
match,별색,별색-클리어,국4절,양면,800,800,800,COMP_PRINT_SPOT_WHITE_S1,I37,7929
match,별색,별색-클리어,국4절,양면,900,760,760,COMP_PRINT_SPOT_WHITE_S1,I38,7930
match,별색,별색-클리어,국4절,양면,1000,720,720,COMP_PRINT_SPOT_WHITE_S1,I39,7931
match,별색,별색-클리어,국4절,양면,1200,700,700,COMP_PRINT_SPOT_WHITE_S1,I40,7932
match,별색,별색-클리어,국4절,양면,1400,700,700,COMP_PRINT_SPOT_WHITE_S1,I41,7933
match,별색,별색-클리어,국4절,양면,1600,680,680,COMP_PRINT_SPOT_WHITE_S1,I42,7934
match,별색,별색-클리어,국4절,양면,1800,680,680,COMP_PRINT_SPOT_WHITE_S1,I43,7935
match,별색,별색-클리어,국4절,양면,2000,660,660,COMP_PRINT_SPOT_WHITE_S1,I44,7936
match,별색,별색-클리어,국4절,양면,2500,660,660,COMP_PRINT_SPOT_WHITE_S1,I45,7937
match,별색,별색-클리어,국4절,양면,3000,640,640,COMP_PRINT_SPOT_WHITE_S1,I46,7938
match,별색,별색-클리어,국4절,양면,3500,640,640,COMP_PRINT_SPOT_WHITE_S1,I47,7939
match,별색,별색-클리어,국4절,양면,4000,620,620,COMP_PRINT_SPOT_WHITE_S1,I48,7940
match,별색,별색-클리어,국4절,양면,4500,620,620,COMP_PRINT_SPOT_WHITE_S1,I49,7941
match,별색,별색-클리어,국4절,양면,5000,600,600,COMP_PRINT_SPOT_WHITE_S1,I50,7942
match,별색,별색-클리어,국4절,양면,6000,600,600,COMP_PRINT_SPOT_WHITE_S1,I51,7943
match,별색,별색-클리어,국4절,양면,7000,600,600,COMP_PRINT_SPOT_WHITE_S1,I52,7944
